"tag","category","context"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"input","form","<input required>"
"video","media","<video>This is inside the <video> tag.</video>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"a","inline","<a rel=""noopener"">This is inside the <a> tag.</a>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"button","form","<button class=""btn btn-primary"">This is inside the <button> tag.</button>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"em","inline","<em>This is inside the <em> tag.</em>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"form","form","<form enctype=""multipart/form-data"" action=""/submit"">This is inside the <form> tag.</form>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"video","media","<video>This is inside the <video> tag.</video>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"table","table","<table>This is inside the <table> tag.</table>"
"img","inline","<img>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"source","media","<source>This is inside the <source> tag.</source>"
"source","media","<source>This is inside the <source> tag.</source>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"td","table","<td>This is inside the <td> tag.</td>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"form","form","<form>This is inside the <form> tag.</form>"
"object","media","<object>This is inside the <object> tag.</object>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"label","form","<label>This is inside the <label> tag.</label>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"br","inline","<br>"
"li","list","<li>This is inside the <li> tag.</li>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"li","list","<li>This is inside the <li> tag.</li>"
"table","table","<table>This is inside the <table> tag.</table>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"code","inline","<code>This is inside the <code> tag.</code>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"button","form","<button type=""submit"">This is inside the <button> tag.</button>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"code","inline","<code>This is inside the <code> tag.</code>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"object","media","<object>This is inside the <object> tag.</object>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"br","inline","<br>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"col","table","<col>This is inside the <col> tag.</col>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"input","form","<input required placeholder=""Enter text"">"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"input","form","<input>"
"meta","metadata","<meta>"
"select","form","<select>This is inside the <select> tag.</select>"
"img","inline","<img src=""image.jpg"" width=""500"">"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"label","form","<label>This is inside the <label> tag.</label>"
"video","media","<video>This is inside the <video> tag.</video>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"button","form","<button class=""btn btn-primary"" type=""submit"">This is inside the <button> tag.</button>"
"form","form","<form action=""/submit"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"li","list","<li>This is inside the <li> tag.</li>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"select","form","<select>This is inside the <select> tag.</select>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"select","form","<select>This is inside the <select> tag.</select>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"col","table","<col>This is inside the <col> tag.</col>"
"br","inline","<br>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"track","media","<track>This is inside the <track> tag.</track>"
"a","inline","<a href=""https://example.com"">This is inside the <a> tag.</a>"
"button","form","<button type=""submit"" disabled>This is inside the <button> tag.</button>"
"label","form","<label>This is inside the <label> tag.</label>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"br","inline","<br>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"input","form","<input placeholder=""Enter text"">"
"form","form","<form method=""post"">This is inside the <form> tag.</form>"
"link","metadata","<link rel=""stylesheet"">"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"img","inline","<img alt=""image description"">"
"option","form","<option>This is inside the <option> tag.</option>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"option","form","<option>This is inside the <option> tag.</option>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"video","media","<video>This is inside the <video> tag.</video>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"track","media","<track>This is inside the <track> tag.</track>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"input","form","<input placeholder=""Enter text"" type=""text"">"
"p","text_content","<p>This is inside the <p> tag.</p>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"th","table","<th>This is inside the <th> tag.</th>"
"input","form","<input type=""text"">"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"img","inline","<img src=""image.jpg"">"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"form","form","<form method=""post"">This is inside the <form> tag.</form>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"label","form","<label>This is inside the <label> tag.</label>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"br","inline","<br>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"track","media","<track>This is inside the <track> tag.</track>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"br","inline","<br>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"meta","metadata","<meta charset=""UTF-8"" name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"code","inline","<code>This is inside the <code> tag.</code>"
"col","table","<col>This is inside the <col> tag.</col>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"form","form","<form method=""post"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"table","table","<table>This is inside the <table> tag.</table>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"code","inline","<code>This is inside the <code> tag.</code>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"option","form","<option>This is inside the <option> tag.</option>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"table","table","<table>This is inside the <table> tag.</table>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"label","form","<label>This is inside the <label> tag.</label>"
"img","inline","<img>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"th","table","<th>This is inside the <th> tag.</th>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"th","table","<th>This is inside the <th> tag.</th>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
